Customer ID,TotItem,avgSpent,Nsessions,TotSpent,Max,Min,DistinctItem,MaxItem,MinItem,avgItemSession,avgSpentMonth,NSessionsMonth,MeanItemMonth,MaxSessionsMonth
12388.0,503,66.89500000000001,2,133.79,71.42,62.370000000000005,36,266,237,251.5,11.149166666666668,0.16666666666666666,41.916666666666664,9
12389.0,564,38.62,3,115.86,51.26,15.6,40,314,67,188.0,9.655,0.25,47.0,5
12391.0,799,96.6525,4,386.61,167.81,19.049999999999997,139,366,6,199.75,32.2175,0.3333333333333333,66.58333333333333,4
12392.0,69,16.35,1,16.35,16.35,16.35,5,69,69,69.0,1.3625,0.08333333333333333,5.75,4
12393.0,432,41.25,2,82.5,48.4,34.1,35,288,144,216.0,6.875,0.16666666666666666,36.0,11
12395.0,1166,41.164,5,205.82,105.77,7.1,85,628,68,233.2,17.151666666666667,0.4166666666666667,97.16666666666667,12
12396.0,697,93.63,2,187.26,120.06,67.2,92,586,111,348.5,15.604999999999999,0.16666666666666666,58.083333333333336,10
12399.0,525,16.62666666666667,3,49.88,20.05,14.69,31,205,150,175.0,4.156666666666667,0.25,43.75,11
12400.0,91,32.05,1,32.05,32.05,32.05,11,91,91,91.0,2.670833333333333,0.08333333333333333,7.583333333333333,10
12402.0,483,21.48,5,107.4,26.6,13.95,38,166,62,96.6,8.950000000000001,0.4166666666666667,40.25,12
12403.0,18,3.75,1,3.75,3.75,3.75,1,18,18,18.0,0.3125,0.08333333333333333,1.5,6
12406.0,730,45.423333333333325,3,136.27,67.03,19.099999999999998,35,366,88,243.33333333333334,11.355833333333331,0.25,60.833333333333336,11
12408.0,537,26.593333333333334,3,79.78,42.37,17.97,36,230,99,179.0,6.648333333333333,0.25,44.75,11
12409.0,832,78.11500000000001,2,156.23,104.04,52.19,41,448,384,416.0,13.019166666666669,0.16666666666666666,69.33333333333333,10
12410.0,126,27.37,1,27.37,27.37,27.37,12,126,126,126.0,2.2808333333333333,0.08333333333333333,10.5,7
12411.0,132,64.75,1,64.75,64.75,64.75,21,132,132,132.0,5.395833333333333,0.08333333333333333,11.0,10
12412.0,806,30.506666666666664,3,91.52,42.64,7.16,42,350,124,268.6666666666667,7.626666666666666,0.25,67.16666666666667,9
12413.0,25,38.15,1,38.15,38.15,38.15,7,25,25,25.0,3.1791666666666667,0.08333333333333333,2.0833333333333335,2
12414.0,120,3.12,1,3.12,3.12,3.12,5,120,120,120.0,0.26,0.08333333333333333,10.0,2
12415.0,1267,59.0175,4,236.07,167.66,17.35,91,863,55,316.75,19.6725,0.3333333333333333,105.58333333333333,11
12416.0,132,16.88,1,16.88,16.88,16.88,11,132,132,132.0,1.4066666666666665,0.08333333333333333,11.0,2
12417.0,950,31.65,10,316.5,58.04,13.22,105,198,26,95.0,26.375,0.8333333333333334,79.16666666666667,12
12418.0,626,59.98333333333333,3,179.95,68.56,52.230000000000004,56,280,145,208.66666666666666,14.995833333333332,0.25,52.166666666666664,12
12419.0,217,16.720000000000002,2,33.44,30.490000000000002,2.95,19,205,12,108.5,2.786666666666667,0.16666666666666666,18.083333333333332,11
12421.0,165,16.88,2,33.76,27.11,6.65,16,137,28,82.5,2.813333333333333,0.16666666666666666,13.75,10
12422.0,929,29.2225,8,233.78,53.96,6.7,88,246,30,116.125,19.481666666666666,0.6666666666666666,77.41666666666667,10
12423.0,597,39.809999999999995,3,119.43,48.8,27.19,49,332,80,199.0,9.952499999999999,0.25,49.75,12
12424.0,767,48.965,2,97.93,73.33,24.6,49,561,206,383.5,8.160833333333334,0.16666666666666666,63.916666666666664,10
12425.0,555,125.63,1,125.63,125.63,125.63,53,555,555,555.0,10.469166666666666,0.08333333333333333,46.25,9
12426.0,322,137.82,1,137.82,137.82,137.82,46,322,322,322.0,11.485,0.08333333333333333,26.833333333333332,2
12427.0,68,22.75,1,22.75,22.75,22.75,8,68,68,68.0,1.8958333333333333,0.08333333333333333,5.666666666666667,3
12429.0,809,28.092000000000002,5,140.46,61.17,2.55,49,403,12,161.8,11.705,0.4166666666666667,67.41666666666667,11
12431.0,1493,44.24,12,530.88,152.46,6.35,121,470,8,124.41666666666667,44.24,1.0,124.41666666666667,12
12433.0,3542,90.282,5,451.41,139.53,0.6,140,1022,31,708.4,37.6175,0.4166666666666667,295.1666666666667,9
12434.0,137,58.17,1,58.17,58.17,58.17,19,137,137,137.0,4.8475,0.08333333333333333,11.416666666666666,11
12435.0,765,41.19,3,123.57000000000001,51.1,33.8,43,328,137,255.0,10.2975,0.25,63.75,12
12437.0,3803,33.44555555555556,18,602.02,116.13,3.0,193,1471,34,211.27777777777777,50.16833333333333,1.5,316.9166666666667,10
12439.0,32,9.24,1,9.24,9.24,9.24,4,32,32,32.0,0.77,0.08333333333333333,2.6666666666666665,1
12440.0,73,28.83,1,28.83,28.83,28.83,9,73,73,73.0,2.4025,0.08333333333333333,6.083333333333333,3
12441.0,120,22.71,1,22.71,22.71,22.71,10,120,120,120.0,1.8925,0.08333333333333333,10.0,8
12445.0,144,55.34,1,55.34,55.34,55.34,20,144,144,144.0,4.611666666666667,0.08333333333333333,12.0,10
12450.0,310,16.08,3,48.24,20.45,7.7,23,132,68,103.33333333333333,4.0200000000000005,0.25,25.833333333333332,9
12451.0,1912,87.85666666666667,3,263.57,195.67,4.1899999999999995,130,1444,34,637.3333333333334,21.964166666666667,0.25,159.33333333333334,6
12455.0,454,28.290000000000003,3,84.87,44.480000000000004,12.629999999999999,36,228,101,151.33333333333334,7.072500000000001,0.25,37.833333333333336,11
12457.0,138,46.95,1,46.95,46.95,46.95,15,138,138,138.0,3.9125,0.08333333333333333,11.5,9
12458.0,474,41.85,2,83.7,50.21,33.49,42,283,191,237.0,6.9750000000000005,0.16666666666666666,39.5,9
12459.0,205,42.1,1,42.1,42.1,42.1,19,205,205,205.0,3.5083333333333333,0.08333333333333333,17.083333333333332,4
12460.0,162,34.01,1,34.01,34.01,34.01,14,162,162,162.0,2.8341666666666665,0.08333333333333333,13.5,9
12467.0,129,14.56,1,14.56,14.56,14.56,9,129,129,129.0,1.2133333333333334,0.08333333333333333,10.75,12
12468.0,1171,56.14666666666667,3,168.44,85.34,39.16,85,587,263,390.3333333333333,14.036666666666667,0.25,97.58333333333333,9
12469.0,516,156.25,1,156.25,156.25,156.25,61,516,516,516.0,13.020833333333334,0.08333333333333333,43.0,5
12470.0,93,61.65,1,61.65,61.65,61.65,21,93,93,93.0,5.1375,0.08333333333333333,7.75,1
12471.0,6041,31.070000000000004,38,1180.66,70.89,1.27,132,568,4,158.97368421052633,98.38833333333334,3.1666666666666665,503.4166666666667,12
12472.0,5539,74.17666666666666,12,890.12,163.43,23.14,264,1108,130,461.5833333333333,74.17666666666666,1.0,461.5833333333333,12
12474.0,2842,45.097272727272724,11,496.07,83.2,8.27,186,624,54,258.3636363636364,41.339166666666664,0.9166666666666666,236.83333333333334,12
12475.0,230,49.39,1,49.39,49.39,49.39,22,230,230,230.0,4.115833333333334,0.08333333333333333,19.166666666666668,10
12476.0,2651,96.6657142857143,7,676.66,155.83,3.95,194,708,1,378.7142857142857,56.38833333333334,0.5833333333333334,220.91666666666666,12
12477.0,1990,272.82666666666665,3,818.48,319.08,225.44,194,795,592,663.3333333333334,68.20666666666666,0.25,165.83333333333334,5
12480.0,842,55.910000000000004,3,167.73,87.9,30.39,68,370,210,280.6666666666667,13.977500000000001,0.25,70.16666666666667,8
12481.0,2096,48.105,6,288.63,129.82,7.75,107,1030,82,349.3333333333333,24.0525,0.5,174.66666666666666,12
12482.0,412,4.365384615384615,13,56.75,12.3,1.25,5,55,12,31.692307692307693,4.729166666666667,1.0833333333333333,34.333333333333336,7
12483.0,665,12.511111111111113,9,112.60000000000001,21.400000000000002,3.9,32,108,24,73.88888888888889,9.383333333333335,0.75,55.416666666666664,11
12484.0,738,51.032,5,255.16,117.69,1.25,102,365,5,147.6,21.263333333333332,0.4166666666666667,61.5,8
12485.0,374,63.85,1,63.85,63.85,63.85,31,374,374,374.0,5.320833333333334,0.08333333333333333,31.166666666666668,6
12486.0,358,123.91,1,123.91,123.91,123.91,42,358,358,358.0,10.325833333333334,0.08333333333333333,29.833333333333332,4
12490.0,1886,39.82111111111111,9,358.39,54.74,22.65,102,257,117,209.55555555555554,29.86583333333333,0.75,157.16666666666666,11
12492.0,241,33.55,1,33.55,33.55,33.55,19,241,241,241.0,2.795833333333333,0.08333333333333333,20.083333333333332,1
12494.0,225,16.2,4,64.8,33.25,1.65,26,152,3,56.25,5.3999999999999995,0.3333333333333333,18.75,12
12495.0,124,40.0,1,40.0,40.0,40.0,14,124,124,124.0,3.3333333333333335,0.08333333333333333,10.333333333333334,9
12496.0,30,9.635,2,19.27,18.02,1.25,10,29,1,15.0,1.6058333333333332,0.16666666666666666,2.5,3
12499.0,214,35.33,1,35.33,35.33,35.33,23,214,214,214.0,2.9441666666666664,0.08333333333333333,17.833333333333332,5
12500.0,466,29.89428571428571,7,209.26,94.7,9.65,60,203,3,66.57142857142857,17.438333333333336,0.5833333333333334,38.833333333333336,11
12504.0,126,3.4749999999999996,2,6.95,4.85,2.1,6,120,6,63.0,0.5791666666666666,0.16666666666666666,10.5,10
12505.0,302,89.55,1,89.55,89.55,89.55,35,302,302,302.0,7.4624999999999995,0.08333333333333333,25.166666666666668,10
12507.0,317,39.05,1,39.05,39.05,39.05,23,317,317,317.0,3.2541666666666664,0.08333333333333333,26.416666666666668,4
12510.0,858,52.6025,4,210.41,83.99,0.85,69,362,20,214.5,17.534166666666668,0.3333333333333333,71.5,6
12511.0,1476,450.07,1,450.07,450.07,450.07,168,1476,1476,1476.0,37.505833333333335,0.08333333333333333,123.0,7
12514.0,388,50.81,1,50.81,50.81,50.81,32,388,388,388.0,4.234166666666667,0.08333333333333333,32.333333333333336,8
12515.0,120,29.55,1,29.55,29.55,29.55,11,120,120,120.0,2.4625,0.08333333333333333,10.0,12
12516.0,560,23.375,2,46.75,29.2,17.55,31,322,238,280.0,3.8958333333333335,0.16666666666666666,46.666666666666664,5
12519.0,162,53.74,1,53.74,53.74,53.74,20,162,162,162.0,4.4783333333333335,0.08333333333333333,13.5,8
12523.0,1173,30.082727272727276,11,330.91,60.59,4.25,88,255,2,106.63636363636364,27.575833333333335,0.9166666666666666,97.75,12
12524.0,551,23.1125,4,92.45,70.25,1.65,40,315,24,137.75,7.704166666666667,0.3333333333333333,45.916666666666664,10
12525.0,497,40.85333333333333,3,122.56,67.76,13.85,53,277,90,165.66666666666666,10.213333333333333,0.25,41.416666666666664,7
12527.0,184,10.700000000000001,1,10.700000000000001,10.700000000000001,10.700000000000001,10,184,184,184.0,0.8916666666666667,0.08333333333333333,15.333333333333334,6
12529.0,190,43.96,1,43.96,43.96,43.96,19,190,190,190.0,3.6633333333333336,0.08333333333333333,15.833333333333334,6
12530.0,845,25.554,5,127.77,30.5,22.96,56,222,63,169.0,10.647499999999999,0.4166666666666667,70.41666666666667,10
12531.0,1060,207.3,1,207.3,207.3,207.3,106,1060,1060,1060.0,17.275000000000002,0.08333333333333333,88.33333333333333,1
12533.0,214,57.089999999999996,1,57.089999999999996,57.089999999999996,57.089999999999996,25,214,214,214.0,4.757499999999999,0.08333333333333333,17.833333333333332,3
12537.0,445,75.73,1,75.73,75.73,75.73,41,445,445,445.0,6.310833333333334,0.08333333333333333,37.083333333333336,10
12538.0,106,27.32,1,27.32,27.32,27.32,10,106,106,106.0,2.276666666666667,0.08333333333333333,8.833333333333334,11
12539.0,337,44.56,1,44.56,44.56,44.56,22,337,337,337.0,3.7133333333333334,0.08333333333333333,28.083333333333332,9
12540.0,3606,37.89857142857143,14,530.58,84.02,8.41,156,699,66,257.57142857142856,44.215,1.1666666666666667,300.5,12
12542.0,423,35.9,2,71.8,56.26,15.54,35,350,73,211.5,5.983333333333333,0.16666666666666666,35.25,12
12543.0,460,69.7,1,69.7,69.7,69.7,38,460,460,460.0,5.808333333333334,0.08333333333333333,38.333333333333336,9
12547.0,174,12.07,1,12.07,12.07,12.07,12,174,174,174.0,1.0058333333333334,0.08333333333333333,14.5,7
12549.0,622,14.953999999999999,5,74.77,34.82,5.0,33,263,1,124.4,6.230833333333333,0.4166666666666667,51.833333333333336,12
12551.0,100,16.8,1,16.8,16.8,16.8,10,100,100,100.0,1.4000000000000001,0.08333333333333333,8.333333333333334,12
12553.0,339,57.08,2,114.16,57.09,57.07,33,170,169,169.5,9.513333333333334,0.16666666666666666,28.25,12
12554.0,233,52.980000000000004,1,52.980000000000004,52.980000000000004,52.980000000000004,23,233,233,233.0,4.415,0.08333333333333333,19.416666666666668,9
12562.0,330,32.275,2,64.55,42.2,22.349999999999998,26,176,154,165.0,5.379166666666666,0.16666666666666666,27.5,11
12563.0,112,22.98,1,22.98,22.98,22.98,12,112,112,112.0,1.915,0.08333333333333333,9.333333333333334,10
12567.0,1582,66.36714285714285,7,464.57,131.58,23.0,130,529,92,226.0,38.714166666666664,0.5833333333333334,131.83333333333334,11
12568.0,45,2.52,1,2.52,2.52,2.52,3,45,45,45.0,0.21,0.08333333333333333,3.75,5
12573.0,323,50.645,4,202.58,74.81,25.34,81,146,37,80.75,16.881666666666668,0.3333333333333333,26.916666666666668,11
12575.0,273,38.785,2,77.57,52.33,25.240000000000002,30,155,118,136.5,6.464166666666666,0.16666666666666666,22.75,8
12576.0,488,34.803333333333335,3,104.41,50.65,26.41,48,225,123,162.66666666666666,8.700833333333334,0.25,40.666666666666664,12
12577.0,647,69.65,5,348.25,117.72,20.45,179,233,10,129.4,29.020833333333332,0.4166666666666667,53.916666666666664,12
12578.0,648,57.28,2,114.56,66.09,48.47,47,456,192,324.0,9.546666666666667,0.16666666666666666,54.0,11
12580.0,298,70.4,1,70.4,70.4,70.4,32,298,298,298.0,5.866666666666667,0.08333333333333333,24.833333333333332,12
12582.0,572,100.1,2,200.20000000000002,145.32,54.88,69,361,211,286.0,16.683333333333334,0.16666666666666666,47.666666666666664,11
12583.0,2646,27.650000000000002,12,331.8,41.25,12.75,77,396,87,220.5,27.650000000000002,1.0,220.5,11
12585.0,858,112.13,1,112.13,112.13,112.13,60,858,858,858.0,9.344166666666666,0.08333333333333333,71.5,12
12586.0,411,80.58500000000001,2,161.17000000000002,86.3,74.87,45,244,167,205.5,13.430833333333334,0.16666666666666666,34.25,11
12588.0,366,25.560000000000002,2,51.12,32.85,18.27,21,198,168,183.0,4.260000000000001,0.16666666666666666,30.5,5
12589.0,1394,69.5575,4,278.23,104.0,38.89,88,379,299,348.5,23.185833333333335,0.3333333333333333,116.16666666666667,10
12591.0,409,45.35,2,90.7,78.35000000000001,12.35,32,376,33,204.5,7.558333333333334,0.16666666666666666,34.083333333333336,11
12592.0,570,20.71,2,41.42,20.71,20.71,19,285,285,285.0,3.4516666666666667,0.16666666666666666,47.5,8
12594.0,677,32.656,5,163.28,68.05,12.2,56,236,86,135.4,13.606666666666667,0.4166666666666667,56.416666666666664,11
12595.0,136,31.18,1,31.18,31.18,31.18,14,136,136,136.0,2.598333333333333,0.08333333333333333,11.333333333333334,7
12598.0,616,44.30666666666667,3,132.92,74.28,2.54,58,359,16,205.33333333333334,11.076666666666668,0.25,51.333333333333336,3
12599.0,920,10.111666666666666,6,60.67,23.5,3.15,32,346,44,153.33333333333334,5.055833333333333,0.5,76.66666666666667,12
12600.0,528,18.934,10,189.34,37.34,4.57,28,128,1,52.8,15.778333333333334,0.8333333333333334,44.0,12
12601.0,42,5.05,1,5.05,5.05,5.05,3,42,42,42.0,0.42083333333333334,0.08333333333333333,3.5,10
12605.0,922,35.36,3,106.08,52.24,18.22,62,405,147,307.3333333333333,8.84,0.25,76.83333333333333,12
12608.0,83,22.4,1,22.4,22.4,22.4,12,83,83,83.0,1.8666666666666665,0.08333333333333333,6.916666666666667,10
12609.0,736,47.67,5,238.35,63.6,17.1,69,202,72,147.2,19.8625,0.4166666666666667,61.333333333333336,11
12613.0,891,62.237500000000004,4,248.95000000000002,76.69,40.64,79,378,132,222.75,20.745833333333334,0.3333333333333333,74.25,11
12615.0,1718,78.31,4,313.24,130.53,17.89,130,609,103,429.5,26.103333333333335,0.3333333333333333,143.16666666666666,10
12616.0,208,43.05,1,43.05,43.05,43.05,19,208,208,208.0,3.5875,0.08333333333333333,17.333333333333332,11
12619.0,139,12.73,1,12.73,12.73,12.73,9,139,139,139.0,1.0608333333333333,0.08333333333333333,11.583333333333334,5
12621.0,2844,32.38764705882353,17,550.59,76.34,2.55,157,425,12,167.2941176470588,45.8825,1.4166666666666667,237.0,12
12623.0,1565,54.43333333333334,6,326.6,120.71,29.65,103,698,114,260.8333333333333,27.21666666666667,0.5,130.41666666666666,12
12625.0,1411,65.85,2,131.7,76.03,55.67,74,898,513,705.5,10.975,0.16666666666666666,117.58333333333333,7
12629.0,589,26.925,2,53.85,28.94,24.91,36,295,294,294.5,4.4875,0.16666666666666666,49.083333333333336,12
12631.0,1345,73.424,5,367.12,114.94,2.55,99,463,6,269.0,30.593333333333334,0.4166666666666667,112.08333333333333,9
12632.0,481,20.494999999999997,2,40.99,24.79,16.2,29,305,176,240.5,3.415833333333333,0.16666666666666666,40.083333333333336,7
12633.0,1731,134.24,3,402.71999999999997,248.93,67.05,163,1170,258,577.0,33.56,0.25,144.25,11
12634.0,336,25.55,1,25.55,25.55,25.55,19,336,336,336.0,2.129166666666667,0.08333333333333333,28.0,9
12635.0,728,71.525,2,143.05,77.7,65.35,71,498,230,364.0,11.920833333333334,0.16666666666666666,60.666666666666664,12
12637.0,1124,110.605,4,442.42,176.84,58.64,154,388,112,281.0,36.86833333333333,0.3333333333333333,93.66666666666667,11
12638.0,78,9.25,1,9.25,9.25,9.25,7,78,78,78.0,0.7708333333333334,0.08333333333333333,6.5,10
12639.0,387,39.445,2,78.89,55.37,23.52,35,245,142,193.5,6.574166666666667,0.16666666666666666,32.25,3
12644.0,695,64.69,3,194.07,95.77,25.1,68,332,42,231.66666666666666,16.1725,0.25,57.916666666666664,7
12645.0,995,39.0375,4,156.15,46.43,33.65,70,292,218,248.75,13.012500000000001,0.3333333333333333,82.91666666666667,10
12647.0,3800,36.01791666666667,24,864.4300000000001,112.04,1.7,198,383,2,158.33333333333334,72.03583333333334,2.0,316.6666666666667,12
12648.0,301,39.25666666666667,3,117.77,66.95,18.37,29,181,56,100.33333333333333,9.814166666666667,0.25,25.083333333333332,9
12649.0,925,29.0675,4,116.27,34.78,21.65,66,307,158,231.25,9.689166666666667,0.3333333333333333,77.08333333333333,12
12651.0,187,13.666666666666666,3,41.0,16.4,12.05,21,78,31,62.333333333333336,3.4166666666666665,0.25,15.583333333333334,11
12652.0,31,15.0,1,15.0,15.0,15.0,3,31,31,31.0,1.25,0.08333333333333333,2.5833333333333335,1
12653.0,540,89.28,1,89.28,89.28,89.28,35,540,540,540.0,7.44,0.08333333333333333,45.0,1
12655.0,76,49.95,1,49.95,49.95,49.95,13,76,76,76.0,4.1625000000000005,0.08333333333333333,6.333333333333333,12
12656.0,1062,92.70666666666666,3,278.12,148.7,48.5,101,501,221,354.0,23.176666666666666,0.25,88.5,10
12661.0,216,9.65,1,9.65,9.65,9.65,11,216,216,216.0,0.8041666666666667,0.08333333333333333,18.0,9
12662.0,1495,37.28,10,372.8,65.08,21.5,88,258,87,149.5,31.066666666666666,0.8333333333333334,124.58333333333333,11
12663.0,34,10.65,2,21.3,16.35,4.95,6,31,3,17.0,1.7750000000000001,0.16666666666666666,2.8333333333333335,9
12665.0,126,13.575,2,27.15,19.0,8.15,12,74,52,63.0,2.2624999999999997,0.16666666666666666,10.5,10
12666.0,306,74.35,1,74.35,74.35,74.35,27,306,306,306.0,6.195833333333333,0.08333333333333333,25.5,10
12668.0,3498,154.36166666666665,6,926.17,231.42,43.76,221,1096,205,583.0,77.18083333333333,0.5,291.5,12
12670.0,204,31.405,2,62.81,32.95,29.86,17,156,48,102.0,5.234166666666667,0.16666666666666666,17.0,11
12671.0,576,87.761,1,87.761,87.761,87.761,31,576,576,576.0,7.313416666666666,0.08333333333333333,48.0,12
12672.0,57,36.75,1,36.75,36.75,36.75,10,57,57,57.0,3.0625,0.08333333333333333,4.75,4
12673.0,306,66.75,1,66.75,66.75,66.75,29,306,306,306.0,5.5625,0.08333333333333333,25.5,3
12675.0,310,245.32,1,245.32,245.32,245.32,97,310,310,310.0,20.44333333333333,0.08333333333333333,25.833333333333332,10
12676.0,806,21.3175,4,85.27,28.45,13.9,40,401,73,201.5,7.105833333333333,0.3333333333333333,67.16666666666667,10
12677.0,174,24.575,2,49.15,26.65,22.5,12,100,74,87.0,4.095833333333333,0.16666666666666666,14.5,11
12678.0,650,11.301428571428572,7,79.11,26.45,2.5,35,182,3,92.85714285714286,6.5925,0.5833333333333334,54.166666666666664,12
12681.0,8985,61.25571428571429,28,1715.16,148.5,10.84,352,937,53,320.89285714285717,142.93,2.3333333333333335,748.75,12
12682.0,4607,54.23947368421052,19,1030.55,110.34,12.2,178,462,130,242.47368421052633,85.87916666666666,1.5833333333333333,383.9166666666667,11
12683.0,1443,36.32833333333334,6,217.97,54.64,16.77,93,544,103,240.5,18.164166666666667,0.5,120.25,9
12686.0,106,4.81,1,4.81,4.81,4.81,6,106,106,106.0,0.4008333333333333,0.08333333333333333,8.833333333333334,3
12687.0,1230,260.32,1,260.32,260.32,260.32,119,1230,1230,1230.0,21.69333333333333,0.08333333333333333,102.5,8
12691.0,76,12.450000000000001,2,24.9,13.850000000000001,11.05,7,48,28,38.0,2.075,0.16666666666666666,6.333333333333333,12
12692.0,36,40.6,1,40.6,40.6,40.6,13,36,36,36.0,3.3833333333333333,0.08333333333333333,3.0,12
12693.0,259,26.599999999999998,3,79.8,60.01,7.65,30,187,12,86.33333333333333,6.6499999999999995,0.25,21.583333333333332,9
12694.0,437,48.32,1,48.32,48.32,48.32,32,437,437,437.0,4.026666666666666,0.08333333333333333,36.416666666666664,10
12695.0,221,35.85333333333333,3,107.56,58.04,10.440000000000001,25,149,10,73.66666666666667,8.963333333333333,0.25,18.416666666666668,12
12696.0,561,40.695,2,81.39,46.34,35.05,42,358,203,280.5,6.7825,0.16666666666666666,46.75,7
12698.0,102,29.950000000000003,1,29.950000000000003,29.950000000000003,29.950000000000003,12,102,102,102.0,2.4958333333333336,0.08333333333333333,8.5,4
12699.0,366,77.66,1,77.66,77.66,77.66,38,366,366,366.0,6.471666666666667,0.08333333333333333,30.5,10
12701.0,916,50.125,4,200.5,71.48,18.43,76,361,114,229.0,16.708333333333332,0.3333333333333333,76.33333333333333,6
12703.0,394,28.52,3,85.56,64.96,9.25,40,307,37,131.33333333333334,7.13,0.25,32.833333333333336,3
12705.0,3373,92.63666666666667,6,555.82,152.04,35.0,202,1209,59,562.1666666666666,46.318333333333335,0.5,281.0833333333333,12
12708.0,1013,32.24375,8,257.95,48.9,23.09,63,166,88,126.625,21.495833333333334,0.6666666666666666,84.41666666666667,10
12709.0,2126,25.391333333333332,15,380.87,57.6,0.85,92,340,21,141.73333333333332,31.739166666666666,1.25,177.16666666666666,12
12711.0,667,58.28,2,116.56,59.75,56.81,53,363,304,333.5,9.713333333333333,0.16666666666666666,55.583333333333336,7
12712.0,861,34.25333333333334,9,308.28000000000003,57.85,20.14,78,156,50,95.66666666666667,25.69,0.75,71.75,10
12714.0,4270,136.01833333333335,6,816.11,194.46,65.77,287,909,366,711.6666666666666,68.00916666666667,0.5,355.8333333333333,11
12717.0,93,45.39,1,45.39,45.39,45.39,15,93,93,93.0,3.7825,0.08333333333333333,7.75,4
12720.0,1738,49.54833333333334,6,297.29,100.78,5.050000000000001,126,569,2,289.6666666666667,24.77416666666667,0.5,144.83333333333334,12
12721.0,768,77.44333333333333,3,232.33,109.45,40.75,74,417,128,256.0,19.360833333333332,0.25,64.0,12
12724.0,562,44.28333333333333,3,132.85,70.35,29.099999999999998,54,280,132,187.33333333333334,11.070833333333333,0.25,46.833333333333336,11
12725.0,784,88.97333333333331,3,266.92,104.82,70.5,81,356,162,261.3333333333333,22.24333333333333,0.25,65.33333333333333,10
